,TT_74FS,XGS600_T1,XGS600_T2,XGS600_T3,XGS600_T4
2025-09-18 11:05:56.080150-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:05:57.093434-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:05:58.093318-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:05:59.077852-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:00.077277-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:01.108753-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:02.080472-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:03.093578-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:04.080627-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:05.077053-05:00,1.1,1919.0,,13.33,0.9299
2025-09-18 11:06:06.077777-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:07.077668-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:08.095530-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:09.112117-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:10.079866-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:11.093426-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:12.108788-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:13.127051-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:14.126348-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:15.139599-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:16.140467-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:17.170984-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:18.181220-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:19.171725-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:20.171091-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:21.171227-05:00,1.1,1919.0,,13.33,0.9299
2025-09-18 11:06:22.202835-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:23.187053-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:24.218039-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:25.202023-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:06:26.217652-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:27.202375-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:06:28.202907-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:29.202815-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:30.202664-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:31.218341-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:32.217903-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:33.234039-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:34.218222-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:35.233503-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:36.217984-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:37.249472-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:38.233714-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:39.249766-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:40.264539-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:41.278348-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:42.267093-05:00,1.1,1919.0,,13.33,0.9299
2025-09-18 11:06:43.264928-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:44.265032-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:45.265260-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:46.249666-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:47.249405-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:48.249582-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:49.249593-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:50.252420-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:51.265108-05:00,1.1,1917.0,,13.33,0.9255
2025-09-18 11:06:52.249166-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:53.249032-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:54.264994-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:06:55.283415-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:56.280521-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:06:57.296267-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:58.311826-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:06:59.311507-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:00.296080-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:01.311886-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:02.327528-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:03.327340-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:04.343498-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:07:05.345917-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:06.330457-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:07.343328-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:08.327313-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:09.327330-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:10.327947-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:07:11.327600-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:12.327593-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:13.342961-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:14.327794-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:15.343217-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:16.343580-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:17.358889-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:07:18.343527-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:07:19.389542-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:20.359061-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:21.358272-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:22.374063-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:23.374513-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:24.376661-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:25.390330-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:26.389804-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:07:27.405839-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:28.405929-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:29.420972-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:07:30.421282-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:31.421722-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:32.421581-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:33.436391-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:34.451388-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:35.423271-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:36.437120-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:37.436685-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:38.437146-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:39.475858-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:40.483404-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:41.483440-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:42.483877-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:43.499512-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:07:44.502711-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:07:45.515175-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:46.499187-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:47.499061-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:48.514659-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:49.545440-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:50.521839-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:07:51.530941-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:07:52.515301-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:53.530653-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:54.515003-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:07:55.556351-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:56.515371-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:57.546562-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:07:58.530591-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:07:59.530864-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:00.532756-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:01.564108-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:02.577640-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:03.561955-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:04.577644-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:08:05.577191-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:06.602843-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:08:07.579958-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:08.592961-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:09.593182-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:10.577946-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:08:11.592793-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:08:12.593156-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:13.609105-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:14.608688-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:15.624321-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:08:16.608811-05:00,1.1,1917.0,,13.33,0.9211
2025-09-18 11:08:17.624483-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:18.655224-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:19.655655-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:20.655705-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:21.655333-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:22.655118-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:23.671149-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:08:24.655305-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:25.686343-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:26.671344-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:27.686896-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:28.671525-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:29.702530-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:30.670802-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:31.671074-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:32.702447-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:33.687169-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:34.686816-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:35.702219-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:36.702630-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:08:37.702408-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:38.736076-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:39.704502-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:40.706104-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:41.715563-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:08:42.714787-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:08:43.707820-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:44.702311-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:08:45.702052-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:46.717824-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:47.749343-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:48.734051-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:49.765235-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:50.764736-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:51.749429-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:52.765128-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:53.749664-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:08:54.749221-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:55.764709-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:08:56.780287-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:08:57.761301-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:08:58.773104-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:08:59.791318-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:00.768532-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:01.790074-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:02.766545-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:03.800694-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:04.804412-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:05.794608-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:06.790812-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:07.794803-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:08.792229-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:09.804851-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:10.813572-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:11.799702-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:12.799594-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:09:13.815110-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:14.805913-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:15.823055-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:09:16.820290-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:17.820499-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:09:18.820391-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:19.825902-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:20.826850-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:21.826742-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:22.826635-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:23.842150-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:24.826419-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:25.833486-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:26.823240-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:27.836594-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:28.840283-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:09:29.844156-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:30.849556-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:31.850876-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:32.872810-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:33.880530-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:34.888420-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:35.875505-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:36.883489-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:37.882149-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:38.889323-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:39.899183-05:00,1.1,1919.0,,13.33,0.9189
2025-09-18 11:09:40.918934-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:41.949581-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:42.922139-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:09:43.941721-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:44.928810-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:45.939934-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:46.928083-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:09:47.939593-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:48.933790-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:49.936607-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:50.936505-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:51.928530-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:52.939643-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:09:53.953417-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:54.955642-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:09:55.959598-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:56.970617-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:57.968252-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:58.969970-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:09:59.971857-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:00.977697-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:01.969980-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:02.997722-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:03.982970-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:04.970296-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:05.999216-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:06.988177-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:08.011859-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:08.999952-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:10.000644-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:11.005807-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:12.011469-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:13.020173-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:14.036477-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:15.032570-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:16.064379-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:17.048429-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:18.079337-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:10:19.063394-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:10:20.083099-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:10:21.068913-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:22.080616-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:23.068403-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:24.067004-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:10:25.084841-05:00,1.1,1919.0,,13.33,0.9211
2025-09-18 11:10:26.124452-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:27.101398-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:28.118468-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:29.127244-05:00,1.1,1917.0,,13.33,0.9189
2025-09-18 11:10:30.131152-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:31.131385-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:32.139294-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:33.128556-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:34.129201-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:35.126817-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:36.129631-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:37.135030-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:38.146724-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:39.135887-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:40.151612-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:41.112404-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:42.145102-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:43.135648-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:44.134433-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:45.134475-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:46.133865-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:47.129307-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:48.160445-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:49.149361-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:50.162439-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:51.161506-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:10:52.159162-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:53.173989-05:00,1.1,1919.0,,13.33,0.9321
2025-09-18 11:10:54.185390-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:10:55.213923-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:56.192800-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:10:57.232079-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:58.219275-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:10:59.220971-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:00.233205-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:11:01.224451-05:00,1.1,1919.0,,13.33,0.9299
2025-09-18 11:11:02.229332-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:03.223830-05:00,1.1,1919.0,,13.33,0.9299
2025-09-18 11:11:04.236035-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:05.233556-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:06.259278-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:07.242324-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:08.245074-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:09.235387-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:10.277895-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:11.250338-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:12.262609-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:13.259637-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:14.293739-05:00,1.1,1919.0,,13.33,0.9321
2025-09-18 11:11:15.281868-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:16.285680-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:17.306648-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:18.292264-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:19.296155-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:20.305786-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:21.320478-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:22.325657-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:23.347518-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:24.339870-05:00,1.1,1917.0,,13.33,0.9255
2025-09-18 11:11:25.346814-05:00,1.1,1917.0,,13.33,0.9255
2025-09-18 11:11:26.343295-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:27.350202-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:28.347994-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:29.343322-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:30.368482-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:31.354172-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:32.372769-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:33.371175-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:11:34.386507-05:00,1.1,1917.0,,13.33,0.9233
2025-09-18 11:11:35.375698-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:36.377578-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:37.386737-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:38.393720-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:39.380165-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:40.398537-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:41.401363-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:42.374005-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:43.377376-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:44.377000-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:45.374454-05:00,1.1,1917.0,,13.33,0.9255
2025-09-18 11:11:46.392012-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:47.390077-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:48.408553-05:00,1.1,1919.0,,13.33,0.9255
2025-09-18 11:11:49.426823-05:00,1.1,1919.0,,13.33,0.9233
2025-09-18 11:11:50.430711-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:51.418968-05:00,1.1,1917.0,,13.33,0.9277
2025-09-18 11:11:52.438465-05:00,1.1,1919.0,,13.33,0.9277
2025-09-18 11:11:53.436048-05:00,1.1,1919.0,,13.33,0.9277
